324,AS138901,IDNIC-BLITARKAB-AS-ID Dinas Komunika ... ,ID,0,1,3 hours, 7 minutes
325,AS30602,ISPRIME,US,0,5,3 hours, 7 minutes
326,AS55106,DATACATE-AS1,US,0,6,3 hours, 11 minutes
327,AS61347,KAREL,TR,0,1,3 hours, 12 minutes
328,AS199096,LOGOS-AS,RU,0,2,3 hours, 12 minutes
329,AS133648,MAGNUSTELELINKS-AS-IN MNR Broadband  ... ,IN,0,10,3 hours, 13 minutes
330,AS133255,ELXER-AS-IN Elxer Communications Pri ... ,IN,0,1,3 hours, 14 minutes
331,AS31624,VFMNL-AS Amsterdam Location BGP Setu ... ,NL,0,2,3 hours, 16 minutes
332,AS199669,ATLEX-AS,RU,0,3,3 hours, 16 minutes
333,AS46179,MEDIAFIRE,US,0,3,3 hours, 17 minutes
334,AS19844,GORACK,US,0,1,3 hours, 17 minutes
335,AS207408,SERVINGA-,EE,0,14,3 hours, 18 minutes
336,AS41822,TNGS-NORTH-AS,RU,0,3,3 hours, 18 minutes
337,AS24139,WASUHZ Huashu media&amp;Network Limited,CN,1,2,3 hours, 19 minutes
338,AS266989,ETH ENTERPRISE TECNOLOGIA LTDA,BR,0,3,3 hours, 19 minutes
339,AS15566,INFOTECHNA Budapest,HU,0,3,3 hours, 21 minutes
340,AS40281,QWKNET,US,0,1,3 hours, 23 minutes
341,AS263955,ANTONIO FERNANDO DE SOUZA CASAS - ME ... ,BR,1,2,3 hours, 23 minutes
342,AS41108,FIRSTROOT-AS,DE,0,1,3 hours, 25 minutes
343,AS268786,L H FERREIRA ZOBY ME,BR,0,8,3 hours, 26 minutes
344,AS270486,NETWORKS INFORMATICA,BR,0,11,3 hours, 26 minutes
345,AS269237,CarandaiNet Servicos de Internet Ltd ... ,BR,0,2,3 hours, 26 minutes
346,AS54839,EMPIRE,US,0,9,3 hours, 31 minutes
347,AS11357,INFO-IQTINC,US,0,1,3 hours, 31 minutes
348,AS6405,AIN,US,0,15,3 hours, 32 minutes
349,AS206804,ESTNOC-AS,PL,0,203,3 hours, 32 minutes
350,AS100,FMC-CTC,BR,0,4,3 hours, 32 minutes
351,AS14745,INTERNAP-BLOCK-4,US,0,12,3 hours, 32 minutes
352,AS10480,RA-N002,US,0,1,3 hours, 33 minutes
353,AS135686,NAVYUG-AS-IN Navyug Networks Info Pr ... ,IN,0,1,3 hours, 34 minutes
